X1,Thai_name,Thai_script,English_name,Image,Region,Description,Description2,major_grouping,minor_grouping
18,Si khrong mu thot,ซี่โครงหมูทอด,,,,"['Deep-fried pork ribs. The version in the image however, had first been boiled, then marinated, then deep-fried with garlic, and then again stir-fried with a sweet and tangy tamarind sauce just before serving.\n']","Deep-fried pork ribs. The version in the image however, had first been boiled, then marinated, then deep-fried with garlic, and then again stir-fried with a sweet and tangy tamarind sauce just before serving.",Shared dishes,Deep-fried dishes
0,Aep mu,แอ็บหมู,,,North,"['A Northern Thai ""', 'soufflé', '"" of egg, minced pork, herbs, and curry paste that is slowly grilled inside a banana leaf wrapper over a charcoal fire.\n']","A Northern Thai "" soufflé "" of egg, minced pork, herbs, and curry paste that is slowly grilled inside a banana leaf wrapper over a charcoal fire.",Shared dishes,Grilled dishes
1,Aep ong-o,แอ็บอ่องออ,,,North,"[""Roughly chopped pig's brain mixed with egg and curry paste are grilled over a low fire, wrapped inside banana leaves.\n""]","Roughly chopped pig's brain mixed with egg and curry paste are grilled over a low fire, wrapped inside banana leaves.",Shared dishes,Grilled dishes
2,Aep pla noi,แอ็บปลาน้อย,,,North,['Freshwater small fry and brine shrimp are mixed with curry paste and then grilled over a low fire wrapped inside banana leaves.\n'],Freshwater small fry and brine shrimp are mixed with curry paste and then grilled over a low fire wrapped inside banana leaves.,Shared dishes,Grilled dishes
3,Chin som mok,จิ๊นส้มหมก,,,North,"['Chin som', ' is the northern Thai version of the pickled pork sausage called ', 'naem', '. In ', 'chin som mok', ' (lit. ""covered ', 'chin som', '"") the pickled pork is grilled inside a banana leaf before serving.\n']","Chin som  is the northern Thai version of the pickled pork sausage called  naem . In  chin som mok  (lit. ""covered  chin som "") the pickled pork is grilled inside a banana leaf before serving.",Shared dishes,Grilled dishes
4,Kai yang,ไก่ย่าง,Grilled chicken,,Northeast,"['Grilled marinated chicken, usually eaten together with ', 'Som tam', ' (papaya salad).\n']","Grilled marinated chicken, usually eaten together with  Som tam  (papaya salad).",Shared dishes,Grilled dishes
5,Kho mu yang kratha ron,คอหมูย่างกระทะร้อน,,,,"['Kho mu yang kratha ron', ' literally translates to ""pork neck grilled on a hot skillet"".\n']","Kho mu yang kratha ron  literally translates to ""pork neck grilled on a hot skillet"".",Shared dishes,Grilled dishes
6,Kung yang/kung phao,กุ้งย่าง/กุ้งเผา,Grilled prawns,,,"['Grilled prawns are normally served with a ', 'nam chim', "", a spicy dipping sauce, made with mashed raw garlic and green bird's eye chili peppers, sugar, fish sauce, and lime juice.\n""]","Grilled prawns are normally served with a  nam chim , a spicy dipping sauce, made with mashed raw garlic and green bird's eye chili peppers, sugar, fish sauce, and lime juice.",Shared dishes,Grilled dishes
7,Mu manao,หมูมะนาว,Pork with lime juice,,,"['Sliced grilled pork with a dressing (', 'nam chim', "") of mashed garlic, green bird's eye chili peppers, sugar, fish sauce, and lime juice. Here it is served with additional sliced bird's eye chili peppers and raw garlic on a bed of ice-water chilled sliced raw "", 'phak khana', ' (Chinese broccoli)\n']","Sliced grilled pork with a dressing ( nam chim ) of mashed garlic, green bird's eye chili peppers, sugar, fish sauce, and lime juice. Here it is served with additional sliced bird's eye chili peppers and raw garlic on a bed of ice-water chilled sliced raw  phak khana  (Chinese broccoli)",Shared dishes,Grilled dishes
8,Mu yang,หมูย่าง,Isan grilled pork,,Northeast,"['Originally from the Isan region of Thailand, the fatty parts of belly pork, together with the skin, are preferred over lean meat. It is served with ', 'nam chim chaeo', ', a spicy dipping sauce made with dried chili peppers, and roasted sticky rice.\n']","Originally from the Isan region of Thailand, the fatty parts of belly pork, together with the skin, are preferred over lean meat. It is served with  nam chim chaeo , a spicy dipping sauce made with dried chili peppers, and roasted sticky rice.",Shared dishes,Grilled dishes
9,Nuea ping,เนื้อปิ้ง,,,,['Marinated and barbecued beef.\n'],Marinated and barbecued beef.,Shared dishes,Grilled dishes
10,Nuea thup,เนื้อทุบ,,,North,"['Beef is pounded after grilling, and served with a chilli dip.\n']","Beef is pounded after grilling, and served with a chilli dip.",Shared dishes,Grilled dishes
11,Pam khai mot,ป่ามไข่มด,,,North,"['Grilled banana leaf cups containing a mixture of ant eggs, chicken eggs and some salt. After grilling the dish is sprinkled with chopped spring onion and pepper. The ant eggs make the dish much more creamy. It can also be eaten as a snack.\n']","Grilled banana leaf cups containing a mixture of ant eggs, chicken eggs and some salt. After grilling the dish is sprinkled with chopped spring onion and pepper. The ant eggs make the dish much more creamy. It can also be eaten as a snack.",Shared dishes,Grilled dishes
12,Paeng nom yang nuea,แป้งนมย่างอมเนื้อ,,,North,"['Grilled cow udders, served with a chilli dip.\n']","Grilled cow udders, served with a chilli dip.",Shared dishes,Grilled dishes
13,Pla ping top,ปลาปิ้งตบ,,,Northeast,"['Traditional grilled fish of ', 'Tai Dam people', ' in ', 'Loei', '.Catch the fish to clean the scales, then peck the fish along the back of the spine instead of the belly so that the soft fish will fold up more easily and the spice stuffed in the belly of the fish exposed to embers will give fragrance to infuse the fish meat.\n']","Traditional grilled fish of  Tai Dam people  in  Loei .Catch the fish to clean the scales, then peck the fish along the back of the spine instead of the belly so that the soft fish will fold up more easily and the spice stuffed in the belly of the fish exposed to embers will give fragrance to infuse the fish meat.",Shared dishes,Grilled dishes
14,Sai krok Isan,ไส้กรอกอีสาน,,,Northeast,"['Grilled, fermented pork and sticky rice sausage, originally from the ', 'Isan', ' region of Thailand. It can be shaped like a sausage as in the image, or ', 'as round balls', '. It is also often eaten as a snack at festivals and fairs, and served together with sliced ginger, ', ""bird's eye chili"", ' peppers, and raw cabbage.\n']","Grilled, fermented pork and sticky rice sausage, originally from the  Isan  region of Thailand. It can be shaped like a sausage as in the image, or  as round balls . It is also often eaten as a snack at festivals and fairs, and served together with sliced ginger,  bird's eye chili  peppers, and raw cabbage.",Shared dishes,Grilled dishes
15,Sai mu ping,ไส้หมูปิ้ง,,,,['Marinated and barbecued pork intestines.\n'],Marinated and barbecued pork intestines.,Shared dishes,Grilled dishes
16,Sai ua,ไส้อั่ว,"""Chiang mai sausage""",,North,"['A grilled sausage of ground pork mixed with spices and herbs, and which is often served with chopped fresh ginger and chili peppers at a meal.\n']","A grilled sausage of ground pork mixed with spices and herbs, and which is often served with chopped fresh ginger and chili peppers at a meal.",Shared dishes,Grilled dishes
17,Suea rong hai,เสือร้องไห้,Weeping tiger beef,,Northeast,"['Suea rong hai', ' literally means ""weeping tiger"". It is grilled marinated beef which is eaten with vegetables and ', 'Nam chim chaeo', ' dipping sauce.\n']","Suea rong hai  literally means ""weeping tiger"". It is grilled marinated beef which is eaten with vegetables and  Nam chim chaeo  dipping sauce.",Shared dishes,Grilled dishes
18,Yang ruam mu,ย่างรวมหมู,Grilled mixed pork,,North,['A northern Thai dish of different cuts of pork (including pig udder) that have been grilled. It is served with a dipping sauce.\n'],A northern Thai dish of different cuts of pork (including pig udder) that have been grilled. It is served with a dipping sauce.,Shared dishes,Grilled dishes
0,Bai po,ใบปอ,Jute,,,"['Eaten blanched as a dish with ', 'khao tom kui', ' (plain rice ', 'congee', '), the taste is similar to that of spinach or ', 'samphire', '.\n']","Eaten blanched as a dish with  khao tom kui  (plain rice  congee ), the taste is similar to that of spinach or  samphire .",Shared dishes,Steamed or blanched dishes
1,Ho mok pla,ห่อหมกปลา,Fish curry pâté,,Central,"['A Thai curry ""', 'pâté', '"" or ""', 'soufflé', '"" of fish, spices, coconut milk, and egg, steamed in a banana leaf cup and topped with thick coconut cream before serving.\n']","A Thai curry "" pâté "" or "" soufflé "" of fish, spices, coconut milk, and egg, steamed in a banana leaf cup and topped with thick coconut cream before serving.",Shared dishes,Steamed or blanched dishes
2,Ho mok maphrao on,ห่อหมกมะพร้าวอ่อน,,,,"['A Thai curry ""', 'pâté', '"" or ""', 'soufflé', '"" of mixed seafood and the soft meat of a young coconut, here served inside a coconut.\n']","A Thai curry "" pâté "" or "" soufflé "" of mixed seafood and the soft meat of a young coconut, here served inside a coconut.",Shared dishes,Steamed or blanched dishes
3,Pla nueng manao,ปลานึ่งมะนาว,Steamed fish with lime juice,,Central,"['Steamed fish which is drenched in a spicy garlic, chili sauce, chicken stock and lime juice dressing.\n']","Steamed fish which is drenched in a spicy garlic, chili sauce, chicken stock and lime juice dressing.",Shared dishes,Steamed or blanched dishes
0,Khai phalo,ไข่พะโล้,,,,"['Egg stewed with meat in soy sauce, garlic, ginger and ', 'phong phalo', ' (', 'Thai', ': ', 'ผงพะโล้', '; ', 'five-spice powder', '). Meats used in ', 'khai phalo', ' tend to be pork (belly or trotter) or chicken wings. Other ingredients, such as mushrooms and fried tofu, can also be incorporated. The dish is of Chinese origin. Similar dishes are ', 'mu phalo', ' and ', 'kha mu phalo', ' (using only pork, and ham hocks), ', 'kai phalo', ' (chicken) and ', 'pet phalo', ' (duck).\n']","Egg stewed with meat in soy sauce, garlic, ginger and  phong phalo  ( Thai :  ผงพะโล้ ;  five-spice powder ). Meats used in  khai phalo  tend to be pork (belly or trotter) or chicken wings. Other ingredients, such as mushrooms and fried tofu, can also be incorporated. The dish is of Chinese origin. Similar dishes are  mu phalo  and  kha mu phalo  (using only pork, and ham hocks),  kai phalo  (chicken) and  pet phalo  (duck).",Shared dishes,Stewed dishes
0,Nam chim chaeo,น้ำจิ้มแจ่ว,,,Northeast,"['It is a sticky, sweet and spicy dipping sauce made with dried chili peppers, fish sauce, palm sugar, lime juice, and coarsely roasted sticky rice. Often served as a dip with ', 'mu yang', ' (grilled pork).\n']","It is a sticky, sweet and spicy dipping sauce made with dried chili peppers, fish sauce, palm sugar, lime juice, and coarsely roasted sticky rice. Often served as a dip with  mu yang  (grilled pork).",Shared dishes,Dipping sauces and pastes
1,Nam chim kai,น้ำจิ้มไก่,Chicken chili sauce,,,"['A very common all-round chili dipping sauce with the consistency of a thick syrup, it is medium ', 'spicy', ' and very sweet. Often used as a dipping sauce for grilled chicken (', 'kai', ' means ""chicken""), it can also be used as a generic chili sauce for other dishes. It forms the base of a few other types of ', 'nam chim', ', such as ', 'nam chim thot man pla', ' (""dipping sauce for deep-fried fish cakes"").\n']","A very common all-round chili dipping sauce with the consistency of a thick syrup, it is medium  spicy  and very sweet. Often used as a dipping sauce for grilled chicken ( kai  means ""chicken""), it can also be used as a generic chili sauce for other dishes. It forms the base of a few other types of  nam chim , such as  nam chim thot man pla  (""dipping sauce for deep-fried fish cakes"").",Shared dishes,Dipping sauces and pastes
2,Nam chim paesa,น้ำจิ้มแป๊ะซะ,,,Northeast,['A spicy dipping sauce eaten with steamed fish wrapped in raw lettuce or cabbage.\n'],A spicy dipping sauce eaten with steamed fish wrapped in raw lettuce or cabbage.,Shared dishes,Dipping sauces and pastes
3,Nam chim sate,น้ำจิ้มสะเต๊ะ,Peanut sauce,,,"['A peanut sauce which is normally served with ', 'satay', '.\n']",A peanut sauce which is normally served with  satay .,Shared dishes,Dipping sauces and pastes
4,Nam phrik i-ke,น้ำพริกอีเก๋,,,North,"['A northern Thai chili paste made with chili peppers, sliced aubergine, pork rinds, and fermented shrimp paste.\n']","A northern Thai chili paste made with chili peppers, sliced aubergine, pork rinds, and fermented shrimp paste.",Shared dishes,Dipping sauces and pastes
5,Nam phrik kapi,น้ำพริกกะปิ,,,,"['A pungent chili dip made with ', 'shrimp paste', "", pounded dried shrimp, bird's eye chili peppers, garlic, lime juice, fish sauce, palm sugar, and optionally, "", 'pea sized aubergines', '; most often eaten as part of the dish called ', 'Nam phrik pla thu', '.\n']","A pungent chili dip made with  shrimp paste , pounded dried shrimp, bird's eye chili peppers, garlic, lime juice, fish sauce, palm sugar, and optionally,  pea sized aubergines ; most often eaten as part of the dish called  Nam phrik pla thu .",Shared dishes,Dipping sauces and pastes
6,Nam phrik kha,น้ำพริกข่า,,,North,"['A Northern Thai fried chili paste containing ', 'galangal', ' (', 'kha', '). It is often eaten, as seen here, with steamed ', 'het nang fa', ' (Thai script: เห็ดนางฟ้า; lit. ""fairy mushroom""; Pleurotus pulmonarius).\n']","A Northern Thai fried chili paste containing  galangal  ( kha ). It is often eaten, as seen here, with steamed  het nang fa  (Thai script: เห็ดนางฟ้า; lit. ""fairy mushroom""; Pleurotus pulmonarius).",Shared dishes,Dipping sauces and pastes
7,Nam phrik khaep mu,น้ำพริกแคบหมู,,,North,"['A northern Thai chilli paste of mashed grilled green chili peppers, deep-fried pork rinds, fresh garlic, and salt.\n']","A northern Thai chilli paste of mashed grilled green chili peppers, deep-fried pork rinds, fresh garlic, and salt.",Shared dishes,Dipping sauces and pastes
8,Nam phrik long ruea,น้ำพริกลงเรือ,,,Central,"['The name means ""chili paste for in a boat"" as it was often eaten while travelling the rivers of Thailand by boat. A sweet, savoury and spicy chili dip, it is served together with fresh vegetables, salted egg and sweet pork. This version also included ', 'khamin khao', ' (""white curcuma"") and the slightly sour and bitter leaves of ', 'makok', ' (', 'Spondias mombin', ')\n']","The name means ""chili paste for in a boat"" as it was often eaten while travelling the rivers of Thailand by boat. A sweet, savoury and spicy chili dip, it is served together with fresh vegetables, salted egg and sweet pork. This version also included  khamin khao  (""white curcuma"") and the slightly sour and bitter leaves of  makok  ( Spondias mombin )",Shared dishes,Dipping sauces and pastes
9,Nam phrik num,น้ำพริกหนุ่ม,,,North,"['A paste of pounded roasted large green chili peppers, roasted shallots, roasted garlic, coriander leaves, lime juice, and fish sauce that is eaten with steamed and raw vegetables, ', 'khaep mu', ' (crispy pork rind), and sticky rice.\n']","A paste of pounded roasted large green chili peppers, roasted shallots, roasted garlic, coriander leaves, lime juice, and fish sauce that is eaten with steamed and raw vegetables,  khaep mu  (crispy pork rind), and sticky rice.",Shared dishes,Dipping sauces and pastes
10,Nam phrik ong,น้ำพริกอ่อง,,,North,"['Resembling a thick ', 'Bolognese sauce', ', it is made with dried chili peppers, minced pork, and tomato that is eaten with steamed vegetables, raw vegetables, and sticky rice.\n']","Resembling a thick  Bolognese sauce , it is made with dried chili peppers, minced pork, and tomato that is eaten with steamed vegetables, raw vegetables, and sticky rice.",Shared dishes,Dipping sauces and pastes
11,Nam phrik phao,น้ำพริกเผา,Chilli jam,,,"['A sweet roasted chili paste, often used as an ingredient in ', 'Tom yam', ' or when frying meat or seafood, and also popular as a spicy ""jam"" on bread or toasted bread.\n']","A sweet roasted chili paste, often used as an ingredient in  Tom yam  or when frying meat or seafood, and also popular as a spicy ""jam"" on bread or toasted bread.",Shared dishes,Dipping sauces and pastes
12,Nam phrik pla chi,น้ำพริกปลาจี่,,,North,"['A chili paste made with grilled fish, roasted chili peppers, roasted shallots, and roasted garlic, lemongrass, and shrimp paste. It is normally served with both steamed and raw vegetables and/or other leaves.\n']","A chili paste made with grilled fish, roasted chili peppers, roasted shallots, and roasted garlic, lemongrass, and shrimp paste. It is normally served with both steamed and raw vegetables and/or other leaves.",Shared dishes,Dipping sauces and pastes
13,Phrik nam pla,น้ำปลาพริก,,,,"['Colloquially called ', 'phrik nam pla', ', it is a standard sauce served with every Thai buffet style meal, fried rice or fried noodles, and used as a kind of ""salt"". It is made by mixing ', 'fish sauce', ' with some lime juice, chopped ', ""bird's eye chili"", ' peppers, and often also sliced garlic.\n']","Colloquially called  phrik nam pla , it is a standard sauce served with every Thai buffet style meal, fried rice or fried noodles, and used as a kind of ""salt"". It is made by mixing  fish sauce  with some lime juice, chopped  bird's eye chili  peppers, and often also sliced garlic.",Shared dishes,Dipping sauces and pastes
14,Pu ong,ปูอ่อง,,,North,"['A northern Thai speciality that is eaten as a pungent dipping sauce for sticky rice. It is made by collecting the ""fat"" of rice field crabs (', 'Parathelphusidae', ') and grilling this inside the crab shell.\n']","A northern Thai speciality that is eaten as a pungent dipping sauce for sticky rice. It is made by collecting the ""fat"" of rice field crabs ( Parathelphusidae ) and grilling this inside the crab shell.",Shared dishes,Dipping sauces and pastes
15,Sot Si Racha,ซอสศรีราชา,Sriracha sauce,,,"['It is a ', 'hot sauce', ' made from sun-ripened chili peppers, vinegar, garlic, sugar, and salt. It is commonly known in Thailand as ', 'sot Si Racha', ' (', 'sot', ' is the Thai pronunciation of the English word ""sauce""), but also as ', 'nam chim Si Racha', ' or ', 'nam phrik Si Racha', '. The name is derived from the seaside town of ', 'Si Racha', '.\n']","It is a  hot sauce  made from sun-ripened chili peppers, vinegar, garlic, sugar, and salt. It is commonly known in Thailand as  sot Si Racha  ( sot  is the Thai pronunciation of the English word ""sauce""), but also as  nam chim Si Racha  or  nam phrik Si Racha . The name is derived from the seaside town of  Si Racha .",Shared dishes,Dipping sauces and pastes
0,Khai dao,ไข่ดาว,Fried egg,,,"['Literally translated ', 'khai dao', ' means ""star egg"", referring to the star-like shape of the egg after it has been fried. Traditionally the egg is fried in large amounts of hot vegetable oil which produces a crispy outer texture. ', 'Khai dao mai suk', ' is a fried egg where the yolk is still runny, the way it is most commonly eaten when served with, for instance, ', 'khao phat', ' (""fried rice"") or ', 'kaphrao mu rat khao', ' (""pork fried with holy basil served with rice""). Fried egg with a (very) hard yolk, ', 'khai dao suk (mak)', ', is needed when the fried egg is used for making ', 'yam khai dao', ': fried egg salad.\n']","Literally translated  khai dao  means ""star egg"", referring to the star-like shape of the egg after it has been fried. Traditionally the egg is fried in large amounts of hot vegetable oil which produces a crispy outer texture.  Khai dao mai suk  is a fried egg where the yolk is still runny, the way it is most commonly eaten when served with, for instance,  khao phat  (""fried rice"") or  kaphrao mu rat khao  (""pork fried with holy basil served with rice""). Fried egg with a (very) hard yolk,  khai dao suk (mak) , is needed when the fried egg is used for making  yam khai dao : fried egg salad.",Shared dishes,Misc Shared
1,Khai chiao khai mot daeng,ไข่เจียวไข่มดแดง,,,North,['A Thai-style crispy-fried omelette which includes the eggs of the red ant.\n'],A Thai-style crispy-fried omelette which includes the eggs of the red ant.,Shared dishes,Misc Shared
2,Mu ruam luak chim,หมูรวมลวกจิ้ม,,,,"['This dish consist of several types of pork (intestines, liver, and other cuts) which have been shortly blanched in boiling water or stock and then served with fried garlic, spring onions and a spicy dipping sauce.\n']","This dish consist of several types of pork (intestines, liver, and other cuts) which have been shortly blanched in boiling water or stock and then served with fried garlic, spring onions and a spicy dipping sauce.",Shared dishes,Misc Shared
3,Pla sam thap,ปลาสามทัพ,,,,"['Fish prepared in 3 different ways: on the left of the image is ', 'pla sam rot', ' (deep-fried served with a tangy sweet chili sauce), in the middle ', 'pla nueng manao', ' (steamed fish with a raw garlic, lime and chili sauce), and on the right ', 'pla thot krathiam', ' (deep-fried fish with deep-fried garlic).\n']","Fish prepared in 3 different ways: on the left of the image is  pla sam rot  (deep-fried served with a tangy sweet chili sauce), in the middle  pla nueng manao  (steamed fish with a raw garlic, lime and chili sauce), and on the right  pla thot krathiam  (deep-fried fish with deep-fried garlic).",Shared dishes,Misc Shared
4,Roti thitchu,โรตีทิชชู,Roti canai/roti prata,,,"['Similar to ', 'roti canai', '/', 'roti prata', ' from Malaysia and Singapore, this ', 'Indian', '-style fried ', 'flatbread', ' is eaten with certain curries. For a sweet version, see ', 'roti kluai khai', ' below in the section ""Sweet snacks and desserts"". The word ', 'thitchu', ' in the name of this dish, is a loanword from English meaning ""tissue"".\n']","Similar to  roti canai / roti prata  from Malaysia and Singapore, this  Indian -style fried  flatbread  is eaten with certain curries. For a sweet version, see  roti kluai khai  below in the section ""Sweet snacks and desserts"". The word  thitchu  in the name of this dish, is a loanword from English meaning ""tissue"".",Shared dishes,Misc Shared
0,Chingrit thot,จิ้งหรีดทอด,,,,"['Deep-fried ', 'crickets', ', either ', 'Gryllus bimaculatus', ' or, as shown in the image, ', 'Acheta domesticus', '. This dish is often eaten as a snack to go with drinks.\n']","Deep-fried  crickets , either  Gryllus bimaculatus  or, as shown in the image,  Acheta domesticus . This dish is often eaten as a snack to go with drinks.",Savory snacks,Savory snacks
1,Kai rom khwan,ไก่รมควัน,Smoked,,,['Smoked chicken is often eaten as a snack to go with drinks.\n'],Smoked chicken is often eaten as a snack to go with drinks.,Savory snacks,Savory snacks
2,Karipap,กะหรี่ปั๊บ,Curry puff,,,['Deep-fried pastry shells usually containing a chicken meat and potato curry.\n'],Deep-fried pastry shells usually containing a chicken meat and potato curry.,Savory snacks,Savory snacks
3,Khaep mu,แคบหมู,Crispy pork rind,,North,"['Deep fried crispy pork rinds, often eaten with ', 'nam phrik num', ' and other northern Thai dips.\n']","Deep fried crispy pork rinds, often eaten with  nam phrik num  and other northern Thai dips.",Savory snacks,Savory snacks
4,Khanom chip,ขนมจีบ,Siu mai,,,"['The Thai version of the Chinese steamed ', 'dumplings', ' called siu mai in ', 'Cantonese', '. The color indicates the filling: the green dumplings contain a mix of minced pork and crab meat, the others have a filling of only minced pork.\n']","The Thai version of the Chinese steamed  dumplings  called siu mai in  Cantonese . The color indicates the filling: the green dumplings contain a mix of minced pork and crab meat, the others have a filling of only minced pork.",Savory snacks,Savory snacks
5,Khanom kuichai,ขนมกุยช่าย,Fried chive dumplings,,,"['Originally a ', 'dish of the Teochew people', ' called ""gu chai gue"" (Chinese script: 韭菜馃) in the ', 'Teochew language', ', these are steamed dumplings made from rice powder and a filling of ', 'garlic chives', '. The dipping sauce for this dish is soy sauce which often is spiced with dried chilli flakes. This particular version was fried to give it a crispy texture.\n']","Originally a  dish of the Teochew people  called ""gu chai gue"" (Chinese script: 韭菜馃) in the  Teochew language , these are steamed dumplings made from rice powder and a filling of  garlic chives . The dipping sauce for this dish is soy sauce which often is spiced with dried chilli flakes. This particular version was fried to give it a crispy texture.",Savory snacks,Savory snacks
6,Khanom Tokyo,ขนมโตเกียว,,,,"['Literally translated it means ""Tokyo cake"", it is a Thai style ', 'crêpe', ' wrapped around a hot dog and sweet chili sauce. The chili sauce can also be served on the side as a dip. Other versions of ', 'khanom Tokiao', ' use yam or sweet condensed milk as a filling.\n']","Literally translated it means ""Tokyo cake"", it is a Thai style  crêpe  wrapped around a hot dog and sweet chili sauce. The chili sauce can also be served on the side as a dip. Other versions of  khanom Tokiao  use yam or sweet condensed milk as a filling.",Savory snacks,Savory snacks
7,Khao phan nga muan,ข้าวพันงาม้วน,,,North,"['Rolled ', 'khao phan', ' with sesame seeds. ', 'Khao phan', ' is a specialty from northern Laos which in Thailand is only found in Uttaradit province. Rice flour is mixed with water and let to ferment overnight. The resulting batter is then spread out thinly over a cloth stretched out over a steamer, covered with a hood and let to steam for a few minutes. Rolled up it is served with a chili dip.\n']","Rolled  khao phan  with sesame seeds.  Khao phan  is a specialty from northern Laos which in Thailand is only found in Uttaradit province. Rice flour is mixed with water and let to ferment overnight. The resulting batter is then spread out thinly over a cloth stretched out over a steamer, covered with a hood and let to steam for a few minutes. Rolled up it is served with a chili dip.",Savory snacks,Savory snacks
8,Khao phan phak,ข้าวพันผัก,,,North,"['Khao phan', ' are thin, steamed rice sheets made from the fermented batter of rice flour mixed with water. Here it is served as a wrap for stir-fried vegetables.\n']","Khao phan  are thin, steamed rice sheets made from the fermented batter of rice flour mixed with water. Here it is served as a wrap for stir-fried vegetables.",Savory snacks,Savory snacks
9,Luk chin ping,ลูกชิ้นปิ้ง,Grilled meatball,,,"['Meatballs made from fish, pork, beef or chicken are grilled on a stick and served with a spicy and tangy dipping sauce. The ones shown on the image are made with pork and beef. It is commonly sold from street stalls in Thailand.\n']","Meatballs made from fish, pork, beef or chicken are grilled on a stick and served with a spicy and tangy dipping sauce. The ones shown on the image are made with pork and beef. It is commonly sold from street stalls in Thailand.",Savory snacks,Savory snacks
10,Mamuang nam pla wan,มะม่วงน้ำปลาหวาน,,,,"['Tart, unripe mango served with a sweet, salty and spicy dipping sauce made from shallots, fish sauce, dried chili peppers, dried shrimp, and palm sugar (', 'nam pla wan', ' means ""sweet fish sauce""). This is normally eaten as a snack on its own.\n']","Tart, unripe mango served with a sweet, salty and spicy dipping sauce made from shallots, fish sauce, dried chili peppers, dried shrimp, and palm sugar ( nam pla wan  means ""sweet fish sauce""). This is normally eaten as a snack on its own.",Savory snacks,Savory snacks
11,Miang kham,เมี่ยงคำ,,,,"['Dried shrimp and other ingredients wrapped in ', 'cha phlu', ' (Thai: ชะพลู) leaves.\n']",Dried shrimp and other ingredients wrapped in  cha phlu  (Thai: ชะพลู) leaves.,Savory snacks,Savory snacks
12,Miang pla,เมี่ยงปลา,,,,"['Similar to ', 'Miang kham', ', the main ingredient for this wrap is deep-fried fish.\n']","Similar to  Miang kham , the main ingredient for this wrap is deep-fried fish.",Savory snacks,Savory snacks
13,Mu daet diao,หมูแดดเดียว,,,,"['Deep-fried strips of sun dried pork, here with sesame seeds. A spicy dipping sauce (very often Sriracha sauce) is almost always provided with this dish.\n']","Deep-fried strips of sun dried pork, here with sesame seeds. A spicy dipping sauce (very often Sriracha sauce) is almost always provided with this dish.",Savory snacks,Savory snacks
14,Nuea daet diao kaphrao thot,เนื้อแดดเดียวกะเพราทอด,,,,"['Deep-fried strips of sun dried beef and with crispy fried ', 'holy basil', '.\n']",Deep-fried strips of sun dried beef and with crispy fried  holy basil .,Savory snacks,Savory snacks
15,Nuea khem thot,เนื้อเค็มทอด,,,North,['Salted and sun-dried beef that has been deep-fried before serving.\n'],Salted and sun-dried beef that has been deep-fried before serving.,Savory snacks,Savory snacks
16,Pla muek yang,ปลาหมึกย่าง,Grilled cuttlefish,,,"['Plainly grilled ', 'cuttlefish', '.\n']",Plainly grilled  cuttlefish .,Savory snacks,Savory snacks
17,Sate,สะเต๊ะ,Satay,,,"['Marinated beef, chicken, or pork grilled on bamboo skewers and usually served with ', 'nam chim sate', ' (peanut sauce) and ', 'achat', ' (pickled cucumber).\n']","Marinated beef, chicken, or pork grilled on bamboo skewers and usually served with  nam chim sate  (peanut sauce) and  achat  (pickled cucumber).",Savory snacks,Savory snacks
18,Thot man khaophot,ทอดมันข้าวโพด,,,,['Deep-fried cakes made with corn and herbs in a batter and served with a sweet chili sauce\n'],Deep-fried cakes made with corn and herbs in a batter and served with a sweet chili sauce,Savory snacks,Savory snacks
19,Thot man pla,ทอดมันปลา,Fried fish cakes,,,"['Deep fried patties of minced fish mixed with red curry paste, finely chopped yardlong beans (', 'tua fak yao', '), and finely shredded leaves of kaffir lime (', 'makrut', '). ', 'Knife fish (pla krai)', ' is popularly used. For this variety of thot man, a sweet & hot similar to chicken chili sauce is provided usually mixed with chopped pieces of cucumber, crushed peanuts, and topped with ', 'phak chi', '.\n']","Deep fried patties of minced fish mixed with red curry paste, finely chopped yardlong beans ( tua fak yao ), and finely shredded leaves of kaffir lime ( makrut ).  Knife fish (pla krai)  is popularly used. For this variety of thot man, a sweet & hot similar to chicken chili sauce is provided usually mixed with chopped pieces of cucumber, crushed peanuts, and topped with  phak chi .",Savory snacks,Savory snacks
20,Thot man pu,ทอดมันปู,Fried crab cakes,,,['Deep fried patties of minced crab meat. Plum sauce is commonly provided.\n'],Deep fried patties of minced crab meat. Plum sauce is commonly provided.,Savory snacks,Savory snacks
21,Thot man kung,ทอดมันกุ้ง,Fried prawn cakes,,,['Another popular variety of thot man where minced shrimp or prawn is used. Plum sauce is commonly provided.\n'],Another popular variety of thot man where minced shrimp or prawn is used. Plum sauce is commonly provided.,Savory snacks,Savory snacks
22,Tod Mun Hua Plee,ทอดมันหัวปลี,Fried banana blossom fritters,,,['Tod Mun Hua Plee is one of the individual dishes in Thailand. It is made from banana blossom which is the flower of banana.\n'],Tod Mun Hua Plee is one of the individual dishes in Thailand. It is made from banana blossom which is the flower of banana.,Savory snacks,Savory snacks
23,Thung thong,ถุงทอง,Money bag,,,"['Small, crispy, deep-fried pastry purses filled with a mixture of minced chicken or pork together with minced prawns, mushroom and ', 'water chestnut', ', and served with sweet ', 'plum sauce', ' or Thai sweet chili sauce.\n']","Small, crispy, deep-fried pastry purses filled with a mixture of minced chicken or pork together with minced prawns, mushroom and  water chestnut , and served with sweet  plum sauce  or Thai sweet chili sauce.",Savory snacks,Savory snacks
